id,refseq,uniprot,gene,chrom,start,end
A_33_P3222109,NM_001141919,,,,,
A_33_P3222124,NM_173351,Q8NGW1,,,,
A_33_P3222129,NM_001005853,Q6IFH4,,,,
A_33_P3222139,NM_001005291,P36956,,,,
A_33_P3222183,NM_020134,Q9BPU6,,,,
A_33_P3222196,A_33_P3222196,,,,,
A_33_P3222203,NM_148962,Q8TDS5,,,,
A_33_P3222210,NM_001130111,,,,,
A_33_P3222218,NM_001142651,A8MQ27,,,,
A_33_P3222228,NM_000150,P51993,,,,
A_33_P3222233,NM_001159747,Q6DHV5,,,,
A_33_P3222243,A_33_P3222243,,,,,
A_33_P3222253,NM_000502,P11678,,,,
A_33_P3222307,AK125520,,,,,
A_33_P3222341,BC037261,,,,,
A_33_P3222348,AK124642,,,,,
A_33_P3222354,XR_109760,,,,,
A_33_P3222362,NR_040033,,,,,
A_33_P3222367,NR_002988,,,,,
A_33_P3222380,NM_138420,Q8IVF2,,,,
A_33_P3222384,ENST00000547533,,,,,
A_33_P3222391,NM_182909,Q4L180,,,,
A_33_P3222424,NM_000759,P09919,,,,
A_33_P3222429,A_33_P3222429,,,,,
A_33_P3222439,NM_001145121,B9ZVM9,,,,
A_33_P3222451,ENST00000391830,,,,,
A_33_P3222469,NM_001004714,Q8NH42,,,,
A_33_P3222501,NM_001145248,C9JC47,,,,
A_33_P3222524,A_33_P3222524,,,,,
A_33_P3222529,A_33_P3222529,,,,,
A_33_P3222539,DA751309,,,,,
A_33_P3222549,ENST00000437648,,,,,
A_33_P3222565,NM_030927,Q8NG11,,,,
A_33_P3222598,A_33_P3222598,,,,,
A_33_P3222600,A_33_P3222600,,,,,
A_33_P3222630,NM_001029860,Q4G163,,,,
A_33_P3222635,NR_003254,,,,,
A_33_P3222648,NM_006282,Q13043,,,,
A_33_P3222653,NR_033938,,,,,
A_33_P3222659,AK026448,,,,,
A_33_P3222664,A_33_P3222664,,,,,
A_33_P3222689,NM_001164416,P0C1H6,,,,
A_33_P3222698,NM_006991,Q7Z6G1,,,,
A_33_P3222703,NM_001024855,,,,,
A_33_P3222728,NM_025169,,,,,
A_33_P3222744,NM_015852,Q03924,,,,
A_33_P3222753,NR_023311,,,,,
A_33_P3222761,ENST00000390431,,,,,
A_33_P3222762,NR_004855,,,,,
A_33_P3222769,NM_001013638,Q96S07,,,,
A_33_P3222783,NM_033161,O15260,,,,
A_33_P3222788,NR_024467,,,,,
A_33_P3222807,ENST00000297423,,,,,
A_33_P3222822,NM_001201450,Q6ZVN7,,,,
A_33_P3222852,AY203941,,,,,
A_33_P3222867,CR933610,,,,,
A_33_P3222892,NM_019848,P09131,,,,
A_33_P3222917,NM_001024736,Q5ZPR3,,,,
A_33_P3222932,NM_001207020,A0A087WXQ4,,,,
A_33_P3222937,NM_017727,Q6NUQ4,,,,
A_33_P3222942,NM_080819,B2R7M4,,,,
A_33_P3222947,NM_001146336,B3SHH9,,,,
A_33_P3222962,NM_144968,,,,,
A_33_P3222977,NM_144674,Q96M29,,,,
A_33_P3223002,NM_018485,Q9P296,,,,
A_33_P3223022,CR745051,,,,,
A_33_P3223056,NM_030957,A0A0A0MQW6,,,,
A_33_P3223059,A_33_P3223059,,,,,
A_33_P3223062,XR_110934,,,,,
A_33_P3223082,NM_014763,P49406,,,,
A_33_P3223088,ENST00000409374,,,,,
A_33_P3223093,ENST00000390346,,,,,
A_33_P3223097,NR_026761,,,,,
A_33_P3223106,NR_034163,,,,,
A_33_P3223111,A_33_P3223111,,,,,
A_33_P3223116,ENST00000342645,,,,,
A_33_P3223121,NM_001113239,,,,,
A_33_P3223142,A_33_P3223142,,,,,
A_33_P3223172,DA797466,,,,,
A_33_P3223182,NR_002793,,,,,
A_33_P3223208,NM_016122,J3KNW7,,,,
A_33_P3223239,NM_138729,Q8TDW4,,,,
A_33_P3223243,ENST00000369664,,,,,
A_33_P3223318,NM_175857,Q8IUC2,,,,
A_33_P3223338,NR_024426,,,,,
A_33_P3223378,ENST00000448102,,,,,
A_33_P3223397,ENST00000553174,,,,,
A_33_P3223417,NR_028137,,,,,
A_33_P3223467,NM_025054,Q96JH7,,,,
A_33_P3223472,NM_016627,Q86W34,,,,
A_33_P3223487,ENST00000436046,,,,,
A_33_P3223488,NM_023037,Q5TBA9,,,,
A_33_P3223495,BX537670,,,,,
A_33_P3223497,NM_023037,Q5TBA9,,,,
A_33_P3223503,NM_023037,Q5TBA9,,,,
A_33_P3223522,BM544686,,,,,
A_33_P3223527,THC2688742,,,,,
A_33_P3223535,ENST00000428928,,,,,
A_33_P3223544,NM_016056,Q9HC24,,,,
A_33_P3223577,THC2515563,,,,,
A_33_P3223592,NM_000041,P02649,,,,
A_33_P3223602,NM_001012980,Q86VE3,,,,
A_33_P3223607,NM_001144026,,,,,
A_33_P3223631,XR_132538,,,,,
A_33_P3223632,XR_133099,,,,,
A_33_P3223648,NR_037879,,,,,
A_33_P3223660,NR_023389,,,,,
A_33_P3223663,A_33_P3223663,,,,,
A_33_P3223678,NM_014564,F1T0D9,,,,
A_33_P3223687,NM_001007176,Q8WWR9,,,,
A_33_P3223701,NM_031955,Q9BXB7,,,,
A_33_P3223712,ENST00000409513,,,,,
A_33_P3223713,NM_006357,Q969T4,,,,
A_33_P3223739,NM_012363,Q8NGS0,,,,
A_33_P3223749,NM_004229,O60244,,,,
A_33_P3223759,NM_005121,A0A024QZ75,,,,
A_33_P3223780,NM_002292,A0A024R319,,,,
A_33_P3223825,NM_001110199,A0A087WXA3,,,,
A_33_P3223849,NM_001146686,A6NCL1,,,,
A_33_P3223860,A_33_P3223860,,,,,
A_33_P3223869,A_33_P3223869,,,,,
A_33_P3223874,CR936824,,,,,
A_33_P3223898,NM_199183,Q7RTY3,,,,
A_33_P3223909,NM_001099289,Q8TEJ3,,,,
A_33_P3223923,NM_005313,P30101,,,,
A_33_P3223958,NM_016347,Q9UHF3,,,,
A_33_P3223964,ENST00000390610,,,,,
A_33_P3223965,THC2553947,,,,,
A_33_P3223980,NM_001043352,,,,,
A_33_P3223990,NM_152263,,,,,
A_33_P3224020,BC033982,,,,,
A_33_P3224027,NM_052897,A0A024RBA3,,,,
A_33_P3224045,NM_001348,B3KNJ3,,,,
A_33_P3224050,A_33_P3224050,,,,,
A_33_P3224055,XR_108479,,,,,
A_33_P3224070,NM_033027,A0A024R2N7,,,,
A_33_P3224078,NR_024496,,,,,
A_33_P3224090,ENST00000553818,,,,,
A_33_P3224095,XR_112513,,,,,
A_33_P3224100,NM_152632,Q6ZTR5,,,,
A_33_P3224105,NM_001142761,Q9Y448,,,,
A_33_P3224135,ENST00000393389,,,,,
A_33_P3224157,NM_001165969,,,,,
A_33_P3224181,A_33_P3224181,,,,,
A_33_P3224185,AK125574,,,,,
A_33_P3224190,NM_001040661,Q7RTT9,,,,
A_33_P3224206,XM_001719118,,,,,
A_33_P3224212,NM_015361,Q15032,,,,
A_33_P3224249,NM_172239,,,,,
A_33_P3224250,NM_001048210,A0A024R0G0,,,,
A_33_P3224265,ENST00000394333,,,,,
A_33_P3224281,A_33_P3224281,,,,,
A_33_P3224285,A_33_P3224285,,,,,
A_33_P3224290,NM_001004059,Q8NH73,,,,
A_33_P3224307,NR_003010,,,,,
A_33_P3224314,ENST00000377652,,,,,
A_33_P3224324,NM_001143836,,,,,
A_33_P3224331,NM_001122665,,,,,
A_33_P3224338,A_33_P3224338,,,,,
A_33_P3224345,NP106769,,,,,
A_33_P3224362,NM_020528,P57721,,,,
A_33_P3224371,NM_001167989,,,,,
A_33_P3224380,NM_001098424,,,,,
A_33_P3224423,NM_013284,Q9NP87,,,,
A_33_P3224426,XR_132809,,,,,
A_33_P3224483,BC020495,,,,,
A_33_P3224495,ENST00000445310,,,,,
A_33_P3224505,AK126083,,,,,
A_33_P3224535,NM_001001952,Q8NGL1,,,,
A_33_P3224595,NM_003611,E9KL37,,,,
A_33_P3224620,XR_110266,,,,,
A_33_P3224660,NM_000033,P33897,,,,
A_33_P3224675,ENST00000370139,,,,,
A_33_P3224680,ENST00000370143,,,,,
A_33_P3224702,BC030714,,,,,
A_33_P3224705,ENST00000391611,,,,,
A_33_P3224710,NM_012252,O14948,,,,
A_33_P3224715,A_33_P3224715,,,,,
A_33_P3224723,NM_194249,Q8IYX4,,,,
A_33_P3224730,ENST00000302481,,,,,
A_33_P3224735,NM_001010888,Q5HYM0,,,,
A_33_P3224745,NM_012320,Q8NCC3,,,,
A_33_P3224780,ENST00000409826,,,,,
A_33_P3224795,NM_022466,,,,,
A_33_P3224800,A_33_P3224800,,,,,
A_33_P3224803,NM_000265,P14598,,,,
A_33_P3224809,NM_014339,Q96F46,,,,
A_33_P3224819,NM_001080431,Q5BKX6,,,,
A_33_P3224844,NR_015362,,,,,
A_33_P3224858,NM_001135652,,,,,
A_33_P3224867,NM_001206842,,,,,
A_33_P3224878,NM_000885,P13612,,,,
A_33_P3224882,ENST00000444775,,,,,
A_33_P3224891,ENST00000376775,,,,,
A_33_P3224916,A_33_P3224916,,,,,
A_33_P3224946,XR_108603,,,,,
A_33_P3224971,A_33_P3224971,,,,,
A_33_P3224996,THC2560671,,,,,
A_33_P3225011,A_33_P3225011,,,,,
A_33_P3225022,NM_206965,O95954,,,,
A_33_P3225046,NM_001025109,,,,,
A_33_P3225066,NM_201262,Q9UKB3,,,,
A_33_P3225086,NM_057174,Q9Y5Y5,,,,
A_33_P3225091,NM_004756,Q9Y6R0,,,,
A_33_P3225096,NM_017762,Q9NXD2,,,,
A_33_P3225101,BX097452,,,,,
A_33_P3225106,ENST00000370490,,,,,
A_33_P3225111,ENST00000372315,,,,,
A_33_P3225128,A_33_P3225128,,,,,
A_33_P3225186,ENST00000390429,,,,,
A_33_P3225195,A_33_P3225195,,,,,
A_33_P3225230,NM_015260,O75182,,,,
A_33_P3225250,NM_139178,Q96Q83,,,,
A_33_P3225258,NR_036483,,,,,
A_33_P3225268,NM_001004128,,,,,
A_33_P3225273,NM_001004128,,,,,
A_33_P3225278,BC039705,,,,,
A_33_P3225298,NM_001011720,Q5GH70,,,,
A_33_P3225313,NM_144963,Q658Y4,,,,
A_33_P3225327,NM_024524,Q9H7F0,,,,
A_33_P3225332,AK124122,,,,,
A_33_P3225357,NR_028357,,,,,
A_33_P3225378,NM_001005465,Q8NGC4,,,,
A_33_P3225397,ENST00000504210,,,,,
A_33_P3225418,NR_028032,,,,,
A_33_P3225477,BU659163,,,,,
A_33_P3225487,NM_016371,A0A024R913,,,,
A_33_P3225507,NM_001005466,,,,,
A_33_P3225512,NM_002535,,,,,
A_33_P3225522,NM_001032731,Q7Z6D0,,,,
A_33_P3225535,NM_001004476,Q6IF99,,,,
A_33_P3225552,A_33_P3225552,,,,,
A_33_P3225562,NR_040249,,,,,
A_33_P3225567,NM_024917,A0A024RCF5,,,,
A_33_P3225572,A_33_P3225572,,,,,
A_33_P3225587,NM_025146,Q9GZZ1,,,,
A_33_P3225600,NM_006164,Q16236,,,,
A_33_P3225610,AY358225,,,,,
A_33_P3225625,NM_001003799,A2JGV3,,,,
A_33_P3225630,XR_111876,,,,,
A_33_P3225685,NM_012200,O94766,,,,
A_33_P3225690,NM_014643,Q2YDX2,,,,
A_33_P3225696,NM_133444,H9ZYJ3,,,,
A_33_P3225705,NM_001010895,Q5T890,,,,
A_33_P3225755,AK127489,,,,,
A_33_P3225760,NM_019035,Q5HYG2,,,,
A_33_P3225843,NM_173463,Q6ZUS6,,,,
A_33_P3225873,NR_028324,,,,,
A_33_P3225882,NM_001098787,Q9NYM9,,,,
A_33_P3225937,NM_145858,O95825,,,,
A_33_P3225948,NM_001042478,,,,,
A_33_P3225978,NM_001001966,Q8NHC5,,,,
A_33_P3225983,A_33_P3225983,,,,,
A_33_P3226008,NM_001190259,Q8N6F7,,,,
A_33_P3226039,ENST00000393359,,,,,
A_33_P3226050,NM_001037666,Q8WTX7,,,,
A_33_P3226060,NM_001195278,H3BS89,,,,
A_33_P3226070,A_33_P3226070,,,,,
A_33_P3226080,NM_207103,Q6UWF3,,,,
A_33_P3226085,ENST00000390315,,,,,
A_33_P3226099,NM_178160,Q7RTS6,,,,
A_33_P3226105,A_33_P3226105,,,,,
A_33_P3226109,NM_178356,Q5TA78,,,,
A_33_P3226129,THC2633659,,,,,
A_33_P3226135,THC2571723,,,,,
A_33_P3226142,ENST00000323223,,,,,
A_33_P3226154,ENST00000390237,,,,,
A_33_P3226167,NM_022833,Q96TA1,,,,
A_33_P3226177,NM_001037332,,,,,
A_33_P3226192,NM_016346,F1D8Q9,,,,
A_33_P3226202,NM_015091,B4DHM7,,,,
A_33_P3226212,NM_021219,P57087,,,,
A_33_P3226228,A_33_P3226228,,,,,
A_33_P3226237,AK125205,,,,,
A_33_P3226357,NM_004473,O00358,,,,
A_33_P3226367,ENST00000532760,,,,,
A_33_P3226377,NM_005042,P02810,,,,
A_33_P3226380,NR_029401,,,,,
A_33_P3226385,ENST00000431650,,,,,
A_33_P3226395,NR_024420,,,,,
A_33_P3226407,XR_132886,,,,,
A_33_P3226420,ENST00000474872,,,,,
A_33_P3226425,NM_001034025,,,,,
A_33_P3226439,AK093722,,,,,
A_33_P3226460,A_33_P3226460,,,,,
A_33_P3226465,NM_199340,B4DG20,,,,
A_33_P3226479,NR_033311,,,,,
A_33_P3226492,A_33_P3226492,,,,,
A_33_P3226498,ENST00000370496,,,,,
A_33_P3226542,NR_003271,,,,,
A_33_P3226546,THC2567789,,,,,
A_33_P3226550,AK128321,,,,,
A_33_P3226557,NM_001013650,Q6ZRT6,,,,
A_33_P3226560,THC2481061,,,,,
A_33_P3226565,A_33_P3226565,,,,,
A_33_P3226575,ENST00000382320,,,,,
A_33_P3226600,NM_003801,O43292,,,,
A_33_P3226605,NM_033222,,,,,
A_33_P3226610,NM_021144,,,,,
A_33_P3226620,NM_014336,F1T0B6,,,,
A_33_P3226630,ENST00000467438,,,,,
A_33_P3226643,NM_001077198,A0A024R438,,,,
A_33_P3226650,NR_033760,,,,,
A_33_P3226665,NM_198542,Q6PK81,,,,
A_33_P3226675,A_33_P3226675,,,,,
A_33_P3226678,NM_001145127,A8MZ36,,,,
A_33_P3226680,A_33_P3226680,,,,,
A_33_P3226710,NR_026865,,,,,
A_33_P3226735,NR_026876,,,,,
A_33_P3226755,AK125630,,,,,
A_33_P3226761,NM_018419,P35713,,,,
A_33_P3226775,NM_001098516,,,,,
A_33_P3226780,A_33_P3226780,,,,,
A_33_P3226788,A_33_P3226788,,,,,
A_33_P3226800,A_33_P3226800,,,,,
A_33_P3226810,NM_003810,P50591,,,,
A_33_P3226825,NM_080864,Q8WXF3,,,,
A_33_P3226832,NM_001993,P13726,,,,
A_33_P3226835,NM_025052,Q56UN5,,,,
A_33_P3226850,NR_033918,,,,,
A_33_P3226910,NM_139209,Q8WTQ7,,,,
A_33_P3226955,ENST00000374818,,,,,
A_33_P3226985,NM_003885,Q15078,,,,
A_33_P3226995,NM_006137,P09564,,,,
A_33_P3227010,A_33_P3227010,,,,,
A_33_P3227016,XM_001719518,,,,,
A_33_P3227029,AL704257,,,,,
A_33_P3227041,NM_197966,B3KT21,,,,
A_33_P3227047,XM_003118668,,,,,
A_33_P3227077,AK090403,,,,,
A_33_P3227079,ENST00000372261,,,,,
A_33_P3227086,AK095662,,,,,
A_33_P3227174,XM_001716258,,,,,
A_33_P3227209,NM_006191,A0A024RB85,,,,
A_33_P3227212,A_33_P3227212,,,,,
A_33_P3227217,NR_002989,,,,,
A_33_P3227225,A_33_P3227225,,,,,
A_33_P3227231,ENST00000418158,,,,,
A_33_P3227252,THC2481163,,,,,
A_33_P3227258,XM_001131091,,,,,
A_33_P3227260,A_33_P3227260,,,,,
A_33_P3227264,NM_024011,Q4VBY6,,,,
A_33_P3227269,NR_024256,,,,,
A_33_P3227275,ENST00000369053,,,,,
A_33_P3227284,NM_181672,O15294,,,,
A_33_P3227300,A_33_P3227300,,,,,
A_33_P3227320,NM_152622,Q7Z3K6,,,,
A_33_P3227324,NM_017550,Q8N344,,,,
A_33_P3227329,NM_152424,Q5JTC6,,,,
A_33_P3227345,NM_054014,,,,,
A_33_P3227360,ENST00000409492,,,,,
A_33_P3227375,NM_003247,P35442,,,,
A_33_P3227400,NM_000092,P53420,,,,
A_33_P3227440,AF387616,,,,,
A_33_P3227443,NM_175900,Q6UWD8,,,,
A_33_P3227452,AF204269,,,,,
A_33_P3227457,ENST00000396039,,,,,
A_33_P3227467,NM_004330,J3KN59,,,,
A_33_P3227472,NM_138432,A0A024RBL2,,,,
A_33_P3227482,AK125932,,,,,
A_33_P3227492,ENST00000366713,,,,,
A_33_P3227506,NM_182641,Q12830,,,,
A_33_P3227551,ENST00000509069,,,,,
A_33_P3227556,A_33_P3227556,,,,,
A_33_P3227616,ENST00000508547,,,,,
A_33_P3227631,NM_001031715,A0A024R5X4,,,,
A_33_P3227661,A_33_P3227661,,,,,
A_33_P3227666,NM_018046,Q8N302,,,,
A_33_P3227676,NM_001144994,A6NCS6,,,,
A_33_P3227686,NM_207414,Q6ZMW9,,,,
A_33_P3227691,NM_004594,Q14940,,,,
A_33_P3227696,ENST00000360183,,,,,
A_33_P3227703,A_33_P3227703,,,,,
A_33_P3227706,NM_001004699,Q8NG97,,,,
A_33_P3227716,NM_001037666,Q8WTX7,,,,
A_33_P3227721,ENST00000515292,,,,,
A_33_P3227731,XR_132557,,,,,
A_33_P3227736,NR_027908,,,,,
A_33_P3227761,A_33_P3227761,,,,,
A_33_P3227774,NR_026811,,,,,
A_33_P3227788,NM_148977,Q8TE04,,,,
A_33_P3227793,NM_006569,Q99674,,,,
A_33_P3227798,AK124439,,,,,
A_33_P3227842,NM_001166006,,,,,
A_33_P3227857,NM_173827,Q8N8Q8,,,,
A_33_P3227876,NM_001013692,,,,,
A_33_P3227880,NM_001197247,,,,,
A_33_P3227896,NR_027145,,,,,
A_33_P3227899,NR_015361,,,,,
A_33_P3227904,NM_207348,Q6PIV7,,,,
A_33_P3227920,NM_004696,O15374,,,,
A_33_P3227934,AK126997,,,,,
A_33_P3227944,NR_026906,,,,,
A_33_P3227990,NM_001025101,A0A024R384,,,,
A_33_P3228014,NM_206998,Q6XE38,,,,
A_33_P3228023,NM_021626,Q9H2J9,,,,
A_33_P3228072,NM_153240,Q7Z494,,,,
A_33_P3228082,AK128037,,,,,
A_33_P3228102,NM_153240,Q7Z494,,,,
A_33_P3228128,NM_202001,P07992,,,,
A_33_P3228132,NR_027006,,,,,
A_33_P3228190,NM_001199860,,,,,
A_33_P3228212,A_33_P3228212,,,,,
A_33_P3228252,DA666023,,,,,
A_33_P3228266,NM_000099,P01034,,,,
A_33_P3228271,ENST00000398411,,,,,
A_33_P3228285,NM_207354,Q6ZTN6,,,,
A_33_P3228295,ENST00000381732,,,,,
A_33_P3228300,NM_005772,Q9Y2P8,,,,
A_33_P3228305,NM_015071,Q9UNA1,,,,
A_33_P3228315,NM_052819,,,,,
A_33_P3228322,NM_173042,A0A024R5G2,,,,
A_33_P3228325,NM_001080391,Q6ZMK3,,,,
A_33_P3228340,BC040558,,,,,
A_33_P3228355,NM_001007253,Q14264,,,,
A_33_P3228366,NM_020750,Q9HAV4,,,,
A_33_P3228375,NM_020750,Q9HAV4,,,,
A_33_P3228385,NM_016311,,,,,
A_33_P3228402,A_33_P3228402,,,,,
A_33_P3228427,BX103560,,,,,
A_33_P3228435,NM_005031,O00168,,,,
A_33_P3228445,NM_001680,,,,,
A_33_P3228450,NM_001136007,,,,,
A_33_P3228455,NM_001136009,,,,,
A_33_P3228460,NM_001136007,,,,,
A_33_P3228466,NM_001136008,,,,,
A_33_P3228499,A_33_P3228499,,,,,
A_33_P3228510,NM_177996,B7Z653,,,,
A_33_P3228533,A_33_P3228533,,,,,
A_33_P3228543,A_33_P3228543,,,,,
A_33_P3228558,NM_199282,Q8N2Y9,,,,
A_33_P3228564,NM_001144875,,,,,
A_33_P3228573,NM_001251888,,,,,
A_33_P3228591,ENST00000376357,,,,,
A_33_P3228593,ENST00000465431,,,,,
A_33_P3228600,NM_001127442,Q8WXQ8,,,,
A_33_P3228603,A_33_P3228603,,,,,
A_33_P3228609,NR_027244,,,,,
A_33_P3228612,NM_001205293,Q15878,,,,
A_33_P3228617,ENST00000405855,,,,,
A_33_P3228622,NM_001004734,A6ND48,,,,
A_33_P3228637,ENST00000354635,,,,,
A_33_P3228642,ENST00000322834,,,,,
A_33_P3228647,NM_030946,Q9UGF5,,,,
A_33_P3228677,A_33_P3228677,,,,,
A_33_P3228709,NM_001012503,Q6L8G8,,,,
A_33_P3228718,BC118600,,,,,
A_33_P3228722,ENST00000397466,,,,,
A_33_P3228732,NR_024480,,,,,
A_33_P3228739,NM_001195545,A6NJW4,,,,
A_33_P3228751,NR_027001,,,,,
A_33_P3228757,NM_001144989,B7Z6K7,,,,
A_33_P3228762,NM_001104647,Q96CQ1,,,,
A_33_P3228773,ENST00000400043,,,,,
A_33_P3228807,NM_001173476,,,,,
A_33_P3228828,ENST00000531326,,,,,
A_33_P3228837,NM_001145873,,,,,
A_33_P3228862,NM_001129890,Q6ZNQ3,,,,
A_33_P3228868,A_33_P3228868,,,,,
A_33_P3228872,NM_014472,Q4KMY3,,,,
A_33_P3228892,XM_001714096,,,,,
A_33_P3228902,AK125136,,,,,
A_33_P3228931,NM_001164115,,,,,
A_33_P3228959,NM_016050,Q9Y3B7,,,,
A_33_P3228977,ENST00000382893,,,,,
A_33_P3228985,NM_001193630,P0CI00,,,,
A_33_P3228988,ENST00000435033,,,,,
A_33_P3229002,NM_145272,Q8WW18,,,,
A_33_P3229012,XM_001719844,,,,,
A_33_P3229017,ENST00000506710,,,,,
A_33_P3229022,A_33_P3229022,,,,,
A_33_P3229027,NM_173828,Q8NC24,,,,
A_33_P3229032,NM_002975,A0A0A6YY95,,,,
A_33_P3229037,A_33_P3229037,,,,,
A_33_P3229042,NM_001001913,Q8NH53,,,,
A_33_P3229067,NM_003520,A0A024RCJ9,,,,
A_33_P3229083,NM_080593,A0A024RCL8,,,,
A_33_P3229107,NM_001104548,,,,,
A_33_P3229122,NM_003522,,,,,
A_33_P3229147,ENST00000526741,,,,,
A_33_P3229156,NM_022082,Q9BYT1,,,,
A_33_P3229161,NM_021645,A0A024RDV0,,,,
A_33_P3229171,NM_207422,Q56UQ5,,,,
A_33_P3229177,NM_019896,Q9NR33,,,,
A_33_P3229181,NM_020246,Q9BXP2,,,,
A_33_P3229196,NM_004357,A0A024RCB3,,,,
A_33_P3229215,NR_024126,,,,,
A_33_P3229221,ENST00000373159,,,,,
A_33_P3229239,NM_001024599,,,,,
A_33_P3229241,NM_001024599,,,,,
A_33_P3229246,NM_003528,Q16778,,,,
A_33_P3229256,NM_014595,Q8TCD5,,,,
A_33_P3229272,NM_014567,B2RBL9,,,,
A_33_P3229276,NM_001007072,,,,,
A_33_P3229288,NM_000789,B4DKH4,,,,
A_33_P3229301,NR_027003,,,,,
A_33_P3229328,NM_001143988,,,,,
A_33_P3229335,NM_175055,Q8N257,,,,
A_33_P3229357,ENST00000415836,,,,,
A_33_P3229370,NM_001546,P47928,,,,
A_33_P3229375,NM_001099780,A5LHX3,,,,
A_33_P3229380,NR_029401,,,,,
A_33_P3229390,A_33_P3229390,,,,,
A_33_P3229397,NM_006430,P50991,,,,
A_33_P3229402,NM_000442,A0A075B738,,,,
A_33_P3229412,NM_001010848,B9EGV5,,,,
A_33_P3229417,NM_001010848,B9EGV5,,,,
A_33_P3229437,NR_002838,,,,,
A_33_P3229452,AK126441,,,,,
A_33_P3229467,NM_004760,Q9UEE5,,,,
A_33_P3229472,NM_001012710,Q6L8G5,,,,
A_33_P3229477,NM_173496,B3KQ45,,,,
A_33_P3229487,NM_001004726,Q8NH49,,,,
A_33_P3229512,THC2558189,,,,,
A_33_P3229527,A_33_P3229527,,,,,
A_33_P3229552,NM_020862,Q9P244,,,,
A_33_P3229572,NM_001079877,,,,,
A_33_P3229577,A_33_P3229577,,,,,
A_33_P3229587,A_33_P3229587,,,,,
A_33_P3229617,NM_001099401,O43556,,,,
A_33_P3229672,THC2651904,,,,,
A_33_P3229678,XM_003119812,,,,,
A_33_P3229702,NM_053284,Q96NZ8,,,,
A_33_P3229722,NM_006814,Q92530,,,,
A_33_P3229725,NM_000487,A0A0C4DFZ2,,,,
A_33_P3229750,THC2722194,,,,,
A_33_P3229754,A_33_P3229754,,,,,
A_33_P3229760,A_33_P3229760,,,,,
A_33_P3229789,ENST00000376271,,,,,
A_33_P3229809,NM_001145553,,,,,
A_33_P3229815,NR_034149,,,,,
A_33_P3229818,NM_199047,Q6SJ96,,,,
A_33_P3229863,NR_040082,,,,,
A_33_P3229869,NR_040082,,,,,
A_33_P3229873,NM_001143757,B3KUK5,,,,
A_33_P3229898,ENST00000379805,,,,,
A_33_P3229918,NM_001243168,A0A087WTE9,,,,
A_33_P3229943,NR_038837,,,,,
A_33_P3229953,NM_001958,Q05639,,,,
A_33_P3229958,A_33_P3229958,,,,,
A_33_P3229968,ENST00000455382,,,,,
A_33_P3230011,NM_001130159,,,,,
A_33_P3230017,NR_001587,,,,,
A_33_P3230037,AF336885,,,,,
A_33_P3230048,XM_001719614,,,,,
A_33_P3230073,A_33_P3230073,,,,,
A_33_P3230090,NM_001128619,Q538Z0,,,,
A_33_P3230103,NM_032814,Q96EX2,,,,
A_33_P3230137,NM_001039211,Q5T2N8,,,,
A_33_P3230161,NM_000826,P42262,,,,
A_33_P3230166,NM_052867,A0A024RE05,,,,
A_33_P3230176,NM_033505,Q9C0D9,,,,
A_33_P3230188,AF172850,,,,,
A_33_P3230189,NM_032229,Q9H5Y7,,,,
A_33_P3230219,NM_033504,Q969K7,,,,
A_33_P3230239,NM_033225,Q59FF8,,,,
A_33_P3230244,NM_033225,Q59FF8,,,,
A_33_P3230249,ENST00000523387,,,,,
A_33_P3230254,NM_022346,Q9BPX3,,,,
A_33_P3230259,NM_015341,Q15003,,,,
A_33_P3230264,NM_001164617,P51654,,,,
A_33_P3230269,NM_198182,Q9NZI5,,,,
A_33_P3230290,NM_030649,Q8WTZ1,,,,
A_33_P3230319,AK130343,,,,,
A_33_P3230324,NM_198189,Q99627,,,,
A_33_P3230339,NM_007344,A0A024R8C1,,,,
A_33_P3230350,NM_001098507,,,,,
A_33_P3230364,NM_001005164,Q8NGJ4,,,,
A_33_P3230369,THC2626276,,,,,
A_33_P3230374,NM_001005170,Q8NH67,,,,
A_33_P3230389,NM_001005174,Q8NGI0,,,,
A_33_P3230399,NM_203374,Q8NCA9,,,,
A_33_P3230409,A_33_P3230409,,,,,
A_33_P3230414,NM_001004309,Q6NX45,,,,
A_33_P3230436,NM_182515,A0A087WU35,,,,
A_33_P3230439,NR_024560,,,,,
A_33_P3230444,ENST00000390639,,,,,
A_33_P3230478,NM_201442,,,,,
A_33_P3230488,NM_003952,Q9UBS0,,,,
A_33_P3230493,ENST00000531241,,,,,
A_33_P3230498,AK130931,,,,,
A_33_P3230526,NM_015134,Q6WCQ1,,,,
A_33_P3230528,ENST00000395807,,,,,
A_33_P3230541,ENST00000395806,,,,,
A_33_P3230548,NM_014875,Q15058,,,,
A_33_P3230558,NM_183387,Q05BV3,,,,
A_33_P3230578,A_33_P3230578,,,,,
A_33_P3230583,NR_034006,,,,,
A_33_P3230588,A_33_P3230588,,,,,
A_33_P3230594,NR_037169,,,,,
A_33_P3230598,NM_001191055,B6SEH9,,,,
A_33_P3230658,NM_005999,A0A024R3V8,,,,
A_33_P3230663,AY203950,,,,,
A_33_P3230668,AK090761,,,,,
A_33_P3230676,A_33_P3230676,,,,,
A_33_P3230688,NM_052988,B7Z537,,,,
A_33_P3230698,NM_001244008,Q12756,,,,
A_33_P3230709,NM_006612,O43896,,,,
A_33_P3230723,NM_183416,,,,,
